,Patient,Gene1,Gene2,Edge,Curvature,Response
372,RERFLCAD1_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.24227575606755725,0
373,RERFLCAD1_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.2913690490328775,0
374,RERFLCAD1_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.24904242145758182,0
375,RERFLCAD1_LUNG,IGF2,INSR,IGF2;INSR,-0.8988528198498469,0
376,RERFLCAD1_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-5.0587084661907395,0
377,RERFLCAD1_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0740291031277085,0
378,RERFLCAD1_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-5.146479612005564,0
379,RERFLCAD1_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.09843791114982281,0
380,RERFLCAD2_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.17972462165470804,0
381,RERFLCAD2_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.1494335280470489,0
382,RERFLCAD2_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.5398384537905238,0
383,RERFLCAD2_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5724278057120528,0
384,RERFLCAD2_LUNG,IGF1R,INSR,IGF1R;INSR,-0.26911192241062865,0
385,RERFLCAD2_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.9603618906673266,0
386,RERFLCAD2_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.7660457138073069,0
387,RERFLCAD2_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.4033451256043221,0
388,RERFLCAD2_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-6.069932601053235,0
389,RERFLCAD2_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.11712934132801045,0
390,RERFLCAD2_LUNG,IGF2,IDE,IGF2;IDE,-0.24942647987422495,0
391,RERFLCAD2_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.29254280361886875,0
392,RERFLCAD2_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.32133994215887063,0
393,RERFLCAD2_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.24456590224720975,0
394,RERFLCAD2_LUNG,IGF2,INSR,IGF2;INSR,-1.1487484435756343,0
395,RERFLCAD2_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-6.615477587555659,0
396,RERFLCAD2_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.12820043766253042,0
397,RERFLCAD2_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-7.17395009117633,0
398,RERFLCAD2_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.2307334957920819,0
399,RERFLCMS_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.1451318904374126,0
400,RERFLCMS_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.043543075819043375,0
401,RERFLCMS_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6416509207144545,0
402,RERFLCMS_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5385250324332451,0
403,RERFLCMS_LUNG,IGF1R,INSR,IGF1R;INSR,-0.240240751659774,0
404,RERFLCMS_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-1.4705927851250058,0
405,RERFLCMS_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.3594241686621218,0
406,RERFLCMS_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.10318332927268703,0
407,RERFLCMS_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.3239252003415025,0
408,RERFLCMS_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.06892076485987209,0
409,RERFLCMS_LUNG,IGF2,IDE,IGF2;IDE,-0.18740500785112602,0
410,RERFLCMS_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.2674401292179188,0
411,RERFLCMS_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.037170676135121816,0
412,RERFLCMS_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.15279502888601781,0
413,RERFLCMS_LUNG,IGF2,INSR,IGF2;INSR,-1.8668421488641864,0
414,RERFLCMS_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-3.831137351638805,0
415,RERFLCMS_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.12433850624426923,0
416,RERFLCMS_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-1.2929848093241731,0
417,RERFLCMS_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.27328463407348824,0
418,SKLU1_LUNG,IGF2R,IGF2,IGF2R;IGF2,-0.055289114679832,0
419,SKLU1_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-1.4764316739152616,0
420,SKLU1_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.5978277092980759,0
421,SKLU1_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.681185763871518,0
422,SKLU1_LUNG,IGF1R,INSR,IGF1R;INSR,-0.5468703571987445,0
423,SKLU1_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-6.085167820769929,0
424,SKLU1_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,0
425,SKLU1_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,0
426,SKLU1_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
427,SKLU1_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.09994282491906625,0
428,SKLU1_LUNG,IGF2,IDE,IGF2;IDE,-0.3030831889926424,0
429,SKLU1_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.15522609935076392,0
430,SKLU1_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.003217739946639764,0
431,SKLU1_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.30456106867592525,0
432,SKLU1_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
433,SKLU1_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-8.69565280920117,0
434,SKLU1_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.03314775197148767,0
435,SKLU1_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-8.585790212942918,0
436,SKLU1_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.032035113354743516,0
437,SW1573_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.12978415620065842,0
438,SW1573_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.11470097890880204,0
439,SW1573_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.530986092892731,0
440,SW1573_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.4896793217326645,0
441,SW1573_LUNG,IGF1R,INSR,IGF1R;INSR,0.23642300707650532,0
442,SW1573_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.4696864898217936,0
443,SW1573_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.6928458046145238,0
444,SW1573_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.03175901900132072,0
445,SW1573_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-1.985031323780055,0
446,SW1573_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.07700652234892325,0
447,SW1573_LUNG,IGF2,IDE,IGF2;IDE,0.12326141229997734,0
448,SW1573_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.2629149578231834,0
449,SW1573_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.03741581099354141,0
450,SW1573_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.236149344370282,0
451,SW1573_LUNG,IGF2,INSR,IGF2;INSR,-0.19956671657156333,0
452,SW1573_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-2.091469698593535,0
453,SW1573_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.15574769036435065,0
454,SW1573_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-2.405791499700613,0
455,SW1573_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.24153612833454774,0
456,NCIH1395_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.09173105630423806,0
457,NCIH1395_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.04459033306597904,0
458,NCIH1395_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6112719206834865,0
459,NCIH1395_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.2824367983368362,0
460,NCIH1395_LUNG,IGF1R,INSR,IGF1R;INSR,-0.04108017506071504,0
461,NCIH1395_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-1.774332173664667,0
462,NCIH1395_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.3757996172622033,0
463,NCIH1395_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.3642994778155444,0
464,NCIH1395_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
465,NCIH1395_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,-0.012889400622805303,0
466,NCIH1395_LUNG,IGF2,IDE,IGF2;IDE,0.018563059020897832,0
467,NCIH1395_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.19566339301235414,0
468,NCIH1395_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.17732541132254376,0
469,NCIH1395_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.1758260257877331,0
470,NCIH1395_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
471,NCIH1395_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-4.080219765748898,0
472,NCIH1395_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0,0
473,NCIH1395_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-1.9005550424470927,0
474,NCIH1395_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.5404254070189973,0
475,NCIH1666_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.08971978134872838,1
476,NCIH1666_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.12313372844298454,1
477,NCIH1666_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6956359424357297,1
478,NCIH1666_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.4205020059722274,1
479,NCIH1666_LUNG,IGF1R,INSR,IGF1R;INSR,-2.4048539431802936,1
480,NCIH1666_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-4.196076744660733,1
481,NCIH1666_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,1
482,NCIH1666_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.20868262763133894,1
483,NCIH1666_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
484,NCIH1666_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.0,1
485,NCIH1666_LUNG,IGF2,IDE,IGF2;IDE,0.0,1
486,NCIH1666_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.2378801775364785,1
487,NCIH1666_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
488,NCIH1666_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.1595659286882528,1
489,NCIH1666_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
490,NCIH1666_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-7.746009900829662,1
491,NCIH1666_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.12796141714912135,1
492,NCIH1666_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-6.437896200104025,1
493,NCIH1666_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.42033881138865914,1
494,NCIH1755_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.21493418556975386,1
495,NCIH1755_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.14608266033337514,1
496,NCIH1755_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.7066992140789928,1
497,NCIH1755_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5452137226905294,1
498,NCIH1755_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,1
499,NCIH1755_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-4.797965560424045,1
500,NCIH1755_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,1
501,NCIH1755_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,1
502,NCIH1755_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
503,NCIH1755_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.13151778401514236,1
504,NCIH1755_LUNG,IGF2,IDE,IGF2;IDE,0.06072156911618465,1
505,NCIH1755_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.3014035506724978,1
506,NCIH1755_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
507,NCIH1755_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.20939804867952305,1
508,NCIH1755_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
509,NCIH1755_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-6.075545891937067,1
510,NCIH1755_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0670730070025628,1
511,NCIH1755_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-5.779417824338115,1
512,NCIH1755_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.31330761551391095,1
513,NCIH1975_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.0,1
514,NCIH1975_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.057282912266112374,1
515,NCIH1975_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.706489595246093,1
516,NCIH1975_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5563860033129366,1
517,NCIH1975_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,1
518,NCIH1975_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-9.88584264283052,1
519,NCIH1975_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,1
520,NCIH1975_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,1
521,NCIH1975_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
522,NCIH1975_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.0,1
523,NCIH1975_LUNG,IGF2,IDE,IGF2;IDE,0.0,1
524,NCIH1975_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.0,1
525,NCIH1975_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
526,NCIH1975_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.27536232917579995,1
527,NCIH1975_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
528,NCIH1975_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,0.0,1
529,NCIH1975_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0,1
530,NCIH1975_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,1
531,NCIH1975_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.23486146087806736,1
532,NCIH2087_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.18236351364093428,0
533,NCIH2087_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.17506010073048384,0
534,NCIH2087_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.7427330071537752,0
535,NCIH2087_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5005744067869935,0
536,NCIH2087_LUNG,IGF1R,INSR,IGF1R;INSR,-2.0001197122813434,0
537,NCIH2087_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-3.5844640841407127,0
538,NCIH2087_LUNG,IGF1R,IGF2,IGF1R;IGF2,-3.920206322757764,0
539,NCIH2087_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.3158381340968347,0
540,NCIH2087_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
541,NCIH2087_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.15683569607338999,0
542,NCIH2087_LUNG,IGF2,IDE,IGF2;IDE,-0.11468449118053758,0
543,NCIH2087_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.0786291250948774,0
544,NCIH2087_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,0
545,NCIH2087_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.17246710349858818,0
546,NCIH2087_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
547,NCIH2087_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-8.07717346984216,0
548,NCIH2087_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.1187982398291706,0
549,NCIH2087_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-7.88118043951914,0
550,NCIH2087_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.2783022176849591,0
551,NCIH2122_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.17718864412322255,1
552,NCIH2122_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.22958098958279816,1
553,NCIH2122_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6580598074987376,1
554,NCIH2122_LUNG,FN1,IGFBP3,FN1;IGFBP3,-0.32107035223269453,1
555,NCIH2122_LUNG,IGF1R,INSR,IGF1R;INSR,-1.2523693662248476,1
556,NCIH2122_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.332225363649141,1
557,NCIH2122_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,1
558,NCIH2122_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.15986523990461277,1
559,NCIH2122_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
560,NCIH2122_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.17407029731349155,1
561,NCIH2122_LUNG,IGF2,IDE,IGF2;IDE,0.09739182104140154,1
562,NCIH2122_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.1251630673822861,1
563,NCIH2122_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
564,NCIH2122_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.07714919255920738,1
565,NCIH2122_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
566,NCIH2122_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-5.629785955338795,1
567,NCIH2122_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0,1
568,NCIH2122_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-4.9640077313005335,1
569,NCIH2122_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.5940518145756615,1
570,NCIH23_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.0803674645618343,0
571,NCIH23_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.025476501985139066,0
572,NCIH23_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6922073461629187,0
573,NCIH23_LUNG,FN1,IGFBP3,FN1;IGFBP3,-0.15434359271944786,0
574,NCIH23_LUNG,IGF1R,INSR,IGF1R;INSR,0.19739388635944433,0
575,NCIH23_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,0.2821068476916203,0
576,NCIH23_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.37610849584562667,0
577,NCIH23_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.37700288717242914,0
578,NCIH23_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-3.547959037882289,0
579,NCIH23_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.32140689455379456,0
580,NCIH23_LUNG,IGF2,IDE,IGF2;IDE,-0.014522404853405169,0
581,NCIH23_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,-0.09159926240920768,0
582,NCIH23_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.04977767281754519,0
583,NCIH23_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-0.4408887655363751,0
584,NCIH23_LUNG,IGF2,INSR,IGF2;INSR,-1.2882275585000067,0
585,NCIH23_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-3.241074854952709,0
586,NCIH23_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.03374632317158133,0
587,NCIH23_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,0
588,NCIH23_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.40646748785481623,0
589,NCIH358_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.16020996289326084,1
590,NCIH358_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.053166194793235255,1
591,NCIH358_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6554925650100262,1
592,NCIH358_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5193654494272069,1
593,NCIH358_LUNG,IGF1R,INSR,IGF1R;INSR,-0.5916218464887661,1
594,NCIH358_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.018832683578003,1
595,NCIH358_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.3573402594420743,1
596,NCIH358_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.3115910544883894,1
597,NCIH358_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
598,NCIH358_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.14831162259399433,1
599,NCIH358_LUNG,IGF2,IDE,IGF2;IDE,-0.14836399774150988,1
600,NCIH358_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.12436343494701119,1
601,NCIH358_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-2.4315490004281526,1
602,NCIH358_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.33910309651063164,1
603,NCIH358_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
604,NCIH358_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-12.09937976911818,1
605,NCIH358_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.11090476760607804,1
606,NCIH358_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,1
607,NCIH358_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.3236792429779375,1
608,NCIH441_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.0,0
609,NCIH441_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.3290989688143926,0
610,NCIH441_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6849693205960838,0
611,NCIH441_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5250926720147209,0
612,NCIH441_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,0
613,NCIH441_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,0.0,0
614,NCIH441_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,0
615,NCIH441_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,0
616,NCIH441_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
617,NCIH441_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.0,0
618,NCIH441_LUNG,IGF2,IDE,IGF2;IDE,0.0,0
619,NCIH441_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.0,0
620,NCIH441_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,0
621,NCIH441_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.0,0
622,NCIH441_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
623,NCIH441_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,0.0,0
624,NCIH441_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0,0
625,NCIH441_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,0
626,NCIH441_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.3842257279640364,0
627,NCIH322_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.27683025211337053,1
628,NCIH322_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.39281781137526106,1
629,NCIH322_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.643366783884215,1
630,NCIH322_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.08362813582317752,1
631,NCIH322_LUNG,IGF1R,INSR,IGF1R;INSR,-0.46738136978504374,1
632,NCIH322_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,0.1286498412654672,1
633,NCIH322_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.9998526010779238,1
634,NCIH322_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.2336392639155237,1
635,NCIH322_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-7.571109837504078,1
636,NCIH322_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.27358248584972655,1
637,NCIH322_LUNG,IGF2,IDE,IGF2;IDE,-0.1154407106290487,1
638,NCIH322_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.228019782824205,1
639,NCIH322_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-3.9180628603482166,1
640,NCIH322_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-2.1407402989790825,1
641,NCIH322_LUNG,IGF2,INSR,IGF2;INSR,-1.8833543120311997,1
642,NCIH322_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-6.222949099706617,1
643,NCIH322_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.2733905713726099,1
644,NCIH322_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-5.701426688831583,1
645,NCIH322_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.41215396811039096,1
646,NCIH522_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.25738335747277297,0
647,NCIH522_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.0,0
648,NCIH522_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.0,0
649,NCIH522_LUNG,FN1,IGFBP3,FN1;IGFBP3,-0.16596884373864174,0
650,NCIH522_LUNG,IGF1R,INSR,IGF1R;INSR,0.7110676930362361,0
651,NCIH522_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-4.035277155950662,0
652,NCIH522_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.41234680198165474,0
653,NCIH522_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.12086087435049497,0
654,NCIH522_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-1.749782114841,0
655,NCIH522_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.27901263550015354,0
656,NCIH522_LUNG,IGF2,IDE,IGF2;IDE,0.03452779509449255,0
657,NCIH522_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.11475499423897229,0
658,NCIH522_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,0
659,NCIH522_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-1.4060811350909819,0
660,NCIH522_LUNG,IGF2,INSR,IGF2;INSR,-0.6329760365193093,0
661,NCIH522_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-1.5726828242693212,0
662,NCIH522_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.2675429322103099,0
663,NCIH522_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-0.848903974786374,0
664,NCIH522_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.6417622401121873,0
665,NCIH647_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.1578784939079243,0
666,NCIH647_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.34600552534210904,0
