,Patient,Gene1,Gene2,Edge,Curvature,Response
959,NCIH1838_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.12764393089340398,1
960,NCIH1838_LUNG,IGF2,IDE,IGF2;IDE,-0.11407426525517961,1
961,NCIH1838_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.3704325348130001,1
962,NCIH1838_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
963,NCIH1838_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.2340674749985211,1
964,NCIH1838_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
965,NCIH1838_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,0.0,1
966,NCIH1838_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.10397489827708017,1
967,NCIH1838_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,1
968,NCIH1838_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.24798842427154955,1
969,NCIH1944_LUNG,IGF2R,IGF2,IGF2R;IGF2,-0.05475921843015685,1
970,NCIH1944_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.07299125396574424,1
971,NCIH1944_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.612361676468555,1
972,NCIH1944_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.2270380373218468,1
973,NCIH1944_LUNG,IGF1R,INSR,IGF1R;INSR,-0.21663008053833566,1
974,NCIH1944_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-3.775450419710623,1
975,NCIH1944_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.2830853789452865,1
976,NCIH1944_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,1
977,NCIH1944_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
978,NCIH1944_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.09689010612496729,1
979,NCIH1944_LUNG,IGF2,IDE,IGF2;IDE,0.07049218879856511,1
980,NCIH1944_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.34148141818596045,1
981,NCIH1944_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.08568000328033976,1
982,NCIH1944_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.30946286052852967,1
983,NCIH1944_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
984,NCIH1944_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-11.818323848222276,1
985,NCIH1944_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.0,1
986,NCIH1944_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,1
987,NCIH1944_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.5769490959053615,1
988,NCIH2009_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.257190600209536,1
989,NCIH2009_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.05430188163266991,1
990,NCIH2009_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.7367781553454984,1
991,NCIH2009_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.45832496382873944,1
992,NCIH2009_LUNG,IGF1R,INSR,IGF1R;INSR,0.0,1
993,NCIH2009_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,0.0,1
994,NCIH2009_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,1
995,NCIH2009_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,1
996,NCIH2009_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,1
997,NCIH2009_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.20667048621941964,1
998,NCIH2009_LUNG,IGF2,IDE,IGF2;IDE,0.0,1
999,NCIH2009_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.19853051774956543,1
1000,NCIH2009_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0,1
1001,NCIH2009_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.3292552368270081,1
1002,NCIH2009_LUNG,IGF2,INSR,IGF2;INSR,0.0,1
1003,NCIH2009_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,0.0,1
1004,NCIH2009_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.1024271474704671,1
1005,NCIH2009_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,0.0,1
1006,NCIH2009_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.40946724700526127,1
1007,NCIH2023_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.05252457643035857,0
1008,NCIH2023_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.12936425892554881,0
1009,NCIH2023_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6486159683865929,0
1010,NCIH2023_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.43914122083513074,0
1011,NCIH2023_LUNG,IGF1R,INSR,IGF1R;INSR,-0.7780422540204164,0
1012,NCIH2023_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-1.7334263624149568,0
1013,NCIH2023_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.9614797723231412,0
1014,NCIH2023_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.4637982255500639,0
1015,NCIH2023_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
1016,NCIH2023_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.09314608973359373,0
1017,NCIH2023_LUNG,IGF2,IDE,IGF2;IDE,-0.08564816446830092,0
1018,NCIH2023_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.3320263664915897,0
1019,NCIH2023_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.0033037141785254853,0
1020,NCIH2023_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.05549452408021316,0
1021,NCIH2023_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
1022,NCIH2023_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-3.958835079545591,0
1023,NCIH2023_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.34712990803907684,0
1024,NCIH2023_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-3.5949763717933827,0
1025,NCIH2023_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.40167526199576054,0
1026,NCIH2030_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.12342151385161593,1
1027,NCIH2030_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.2563579780579406,1
1028,NCIH2030_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.5727972917695405,1
1029,NCIH2030_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.2308641069004943,1
1030,NCIH2030_LUNG,IGF1R,INSR,IGF1R;INSR,0.20527761471419437,1
1031,NCIH2030_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,0.2714920555241511,1
1032,NCIH2030_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.17258425768539065,1
1033,NCIH2030_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.11122043356355737,1
1034,NCIH2030_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-8.245083754961183,1
1035,NCIH2030_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.24380846070228468,1
1036,NCIH2030_LUNG,IGF2,IDE,IGF2;IDE,-0.07360633573340869,1
1037,NCIH2030_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.4272640306699004,1
1038,NCIH2030_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.4038936960894748,1
1039,NCIH2030_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-2.295658082845181,1
1040,NCIH2030_LUNG,IGF2,INSR,IGF2;INSR,-0.7732296754323011,1
1041,NCIH2030_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-6.488250062321508,1
1042,NCIH2030_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.014451974859716943,1
1043,NCIH2030_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-6.587779793114968,1
1044,NCIH2030_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.40235140692714266,1
1045,NCIH2085_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.0771451882590859,1
1046,NCIH2085_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.046801975403834795,1
1047,NCIH2085_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.27825611283128227,1
1048,NCIH2085_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.572951512055841,1
1049,NCIH2085_LUNG,IGF1R,INSR,IGF1R;INSR,-1.226919741327602,1
1050,NCIH2085_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.417562488081892,1
1051,NCIH2085_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.5979528642963297,1
1052,NCIH2085_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.32255562854677566,1
1053,NCIH2085_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-0.8292470314791074,1
1054,NCIH2085_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.1512006677853378,1
1055,NCIH2085_LUNG,IGF2,IDE,IGF2;IDE,-0.2506278136070659,1
1056,NCIH2085_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.3315569509778393,1
1057,NCIH2085_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.06006777394182394,1
1058,NCIH2085_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.012273345552576198,1
1059,NCIH2085_LUNG,IGF2,INSR,IGF2;INSR,-0.7274965374212148,1
1060,NCIH2085_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-0.8783079600869053,1
1061,NCIH2085_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.18998666578021595,1
1062,NCIH2085_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-0.9801026607877308,1
1063,NCIH2085_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,-0.07074135290143801,1
1064,NCIH2126_LUNG,IGF2R,IGF2,IGF2R;IGF2,-0.018745307146639023,0
1065,NCIH2126_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.36374940934545064,0
1066,NCIH2126_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6191713586706471,0
1067,NCIH2126_LUNG,FN1,IGFBP3,FN1;IGFBP3,-0.21666668960317992,0
1068,NCIH2126_LUNG,IGF1R,INSR,IGF1R;INSR,0.02585311949721847,0
1069,NCIH2126_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.09504560746278168,0
1070,NCIH2126_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.9920138601234689,0
1071,NCIH2126_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.3436446628152394,0
1072,NCIH2126_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-2.9318330348548787,0
1073,NCIH2126_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.041394690289868974,0
1074,NCIH2126_LUNG,IGF2,IDE,IGF2;IDE,-0.07730553272438168,0
1075,NCIH2126_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.30487061477899313,0
1076,NCIH2126_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.4889459219681742,0
1077,NCIH2126_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,-1.840633014200109,0
1078,NCIH2126_LUNG,IGF2,INSR,IGF2;INSR,-1.2699295106191175,0
1079,NCIH2126_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-1.3558950060965045,0
1080,NCIH2126_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-1.5114462028429023,0
1081,NCIH2126_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-0.6181754871661522,0
1082,NCIH2126_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.49236008276136156,0
1083,NCIH2228_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.2296060747063241,0
1084,NCIH2228_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.2911020755976641,0
1085,NCIH2228_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6553689256583051,0
1086,NCIH2228_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.6012300198893475,0
1087,NCIH2228_LUNG,IGF1R,INSR,IGF1R;INSR,-0.9736086078059396,0
1088,NCIH2228_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-5.105630788130177,0
1089,NCIH2228_LUNG,IGF1R,IGF2,IGF1R;IGF2,-3.1375640709744905,0
1090,NCIH2228_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.11941542455476484,0
1091,NCIH2228_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
1092,NCIH2228_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.15121201858032784,0
1093,NCIH2228_LUNG,IGF2,IDE,IGF2;IDE,-0.1243797229680037,0
1094,NCIH2228_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.29150786153066766,0
1095,NCIH2228_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.08209169602872146,0
1096,NCIH2228_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.0031522739405802636,0
1097,NCIH2228_LUNG,IGF2,INSR,IGF2;INSR,-1.0971232073410109,0
1098,NCIH2228_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-9.171432834864762,0
1099,NCIH2228_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.18009691746898993,0
1100,NCIH2228_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-8.906281873578154,0
1101,NCIH2228_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.17829351257863224,0
1102,NCIH2291_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.11531898618872549,0
1103,NCIH2291_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.18394516439215236,0
1104,NCIH2291_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6147201299159718,0
1105,NCIH2291_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5716822573368516,0
1106,NCIH2291_LUNG,IGF1R,INSR,IGF1R;INSR,-0.1570713174889553,0
1107,NCIH2291_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-2.4059821740418226,0
1108,NCIH2291_LUNG,IGF1R,IGF2,IGF1R;IGF2,-1.568779759363716,0
1109,NCIH2291_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,-0.598978308131487,0
1110,NCIH2291_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
1111,NCIH2291_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,-0.6748571819774172,0
1112,NCIH2291_LUNG,IGF2,IDE,IGF2;IDE,-0.19030500725179267,0
1113,NCIH2291_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.30967192920580566,0
1114,NCIH2291_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.13087282821366064,0
1115,NCIH2291_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.22470587227083794,0
1116,NCIH2291_LUNG,IGF2,INSR,IGF2;INSR,-0.9401742054676563,0
1117,NCIH2291_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-5.171458459062963,0
1118,NCIH2291_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.1325858911856892,0
1119,NCIH2291_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-4.921458938623846,0
1120,NCIH2291_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.23273329107846286,0
1121,NCIH2342_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.07308840548665507,0
1122,NCIH2342_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,-0.03133963585130739,0
1123,NCIH2342_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.6593339581804801,0
1124,NCIH2342_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.4936293608919601,0
1125,NCIH2342_LUNG,IGF1R,INSR,IGF1R;INSR,-1.6385176241209125,0
1126,NCIH2342_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-4.4121108574969075,0
1127,NCIH2342_LUNG,IGF1R,IGF2,IGF1R;IGF2,0.0,0
1128,NCIH2342_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.0,0
1129,NCIH2342_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,0.0,0
1130,NCIH2342_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.16657209749354573,0
1131,NCIH2342_LUNG,IGF2,IDE,IGF2;IDE,-0.06760211315111175,0
1132,NCIH2342_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.2618530238841743,0
1133,NCIH2342_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,0.1787462037877603,0
1134,NCIH2342_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.0,0
1135,NCIH2342_LUNG,IGF2,INSR,IGF2;INSR,0.0,0
1136,NCIH2342_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-7.177471882461349,0
1137,NCIH2342_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,-0.08762655398673913,0
1138,NCIH2342_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-5.332382733962311,0
1139,NCIH2342_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.3705238137980684,0
1140,NCIH2405_LUNG,IGF2R,IGF2,IGF2R;IGF2,0.027447510966311595,0
1141,NCIH2405_LUNG,EGFR,IGFBP3,EGFR;IGFBP3,0.09077174629353735,0
1142,NCIH2405_LUNG,EGFR,IGF1R,EGFR;IGF1R,0.5772848650045874,0
1143,NCIH2405_LUNG,FN1,IGFBP3,FN1;IGFBP3,0.5369946949576809,0
1144,NCIH2405_LUNG,IGF1R,INSR,IGF1R;INSR,-0.14004006997556995,0
1145,NCIH2405_LUNG,IGF1R,IGFBP3,IGF1R;IGFBP3,-0.6333508828254744,0
1146,NCIH2405_LUNG,IGF1R,IGF2,IGF1R;IGF2,-0.8003555876831054,0
1147,NCIH2405_LUNG,IGFBP2,IGF2,IGFBP2;IGF2,0.22682698533293377,0
1148,NCIH2405_LUNG,IGF2,IGFBP5,IGF2;IGFBP5,-3.8812082223305664,0
1149,NCIH2405_LUNG,IGF2,IGF2BP3,IGF2;IGF2BP3,0.12892057361923637,0
1150,NCIH2405_LUNG,IGF2,IDE,IGF2;IDE,-0.1463740660330426,0
1151,NCIH2405_LUNG,IGF2,IGFBP4,IGF2;IGFBP4,0.2831083826628563,0
1152,NCIH2405_LUNG,IGF2,IGFBP7,IGF2;IGFBP7,-0.19855565260185504,0
1153,NCIH2405_LUNG,IGF2,IGFBP6,IGF2;IGFBP6,0.27976520225709656,0
1154,NCIH2405_LUNG,IGF2,INSR,IGF2;INSR,-1.1444629462987255,0
1155,NCIH2405_LUNG,IGF2,IGFBP3,IGF2;IGFBP3,-2.840632898541463,0
1156,NCIH2405_LUNG,IGF2,IGF2BP2,IGF2;IGF2BP2,0.059199336494107024,0
1157,NCIH2405_LUNG,IGFBP5,IGFBP3,IGFBP5;IGFBP3,-2.680256025375777,0
1158,NCIH2405_LUNG,IGFBP3,TMEM219,IGFBP3;TMEM219,0.2089519699551423,0
